City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
693,Khani,GE,41.9563,42.9566,62.17,69,4,3.47,clear sky
694,Mount Gambier,AU,-37.8333,140.7667,49.39,65,98,13.56,light rain
695,Tornio,FI,65.8481,24.1466,62.62,76,100,3.8,overcast clouds
696,Baykit,RU,61.67,96.37,65.61,54,79,1.7,broken clouds
697,Gao,ML,16.6362,1.637,87.48,47,89,15.28,overcast clouds
698,Caxito,AO,-8.5785,13.6643,64.53,98,20,2.33,few clouds
699,Carauari,BR,-4.8828,-66.8958,75.87,88,99,2.42,overcast clouds
700,Mukilteo,US,47.9445,-122.3046,69.93,66,75,0.0,broken clouds
701,Kemijarvi,FI,66.7131,27.4306,54.16,94,100,2.13,overcast clouds
702,Tignere,CM,7.3667,12.65,63.88,98,100,2.1,light rain
703,Glencoe,ZA,-28.1783,30.147,40.08,83,0,2.82,clear sky
704,Bolitoc,PH,15.7395,119.8769,84.38,79,95,7.29,overcast clouds
705,Yurla,RU,59.3259,54.3223,68.47,70,100,4.85,overcast clouds
